id,date,season_id,year,month,is_holiday,weekday,is_workingday,weather_condition,temperature,feels_like_temp,humidity,wind_speed,total_users
66,07-03-2018,1,0,3,0,1,1,1,10.731299,11.92305,55.1304,22.870584,1872
572,26-07-2019,3,1,7,0,4,1,1,31.843347,36.96315,59.6667,19.082471,6861
712,13-12-2019,4,1,12,0,4,1,1,12.129153,14.7094,48.5833,11.666643,5532
323,19-11-2018,4,0,11,0,6,0,1,13.495847,16.22415,50.2083,15.041232,3663
358,24-12-2018,1,0,12,0,6,0,1,12.4025,14.9621,54.25,12.750368,1011
129,09-05-2018,2,0,5,0,1,1,1,21.8325,26.2623,58.875,11.792,4362
166,15-06-2018,2,0,6,0,3,1,1,25.693347,29.3877,47.1667,11.250104,5180
658,20-10-2019,4,1,10,0,6,0,1,19.850847,23.6421,57.2917,7.874979,8090
574,28-07-2019,3,1,7,0,6,0,1,30.989153,34.8802,61.3333,10.54245,6685
399,03-02-2019,1,1,2,0,5,1,1,12.846653,15.4673,52.6667,11.959232,4151
543,27-06-2019,3,1,6,0,3,1,1,28.5975,32.0396,36.0,18.208925,7335
498,13-05-2019,2,1,5,0,0,0,1,25.1125,29.2619,57.625,15.082839,6118
297,24-10-2018,4,0,10,0,1,1,1,18.996653,22.85335,77.2083,7.959064,4187
295,22-10-2018,4,0,10,0,6,0,1,17.3225,21.2746,62.9167,6.2086689,4308
621,13-09-2019,3,1,9,0,4,1,1,25.1125,28.9779,63.7083,5.5422936,7804
305,01-11-2018,4,0,11,0,2,1,1,16.434153,19.8544,68.375,9.083257,4068
124,04-05-2018,2,0,5,0,3,1,2,16.980847,20.2325,73.7083,22.042732,2633
499,14-05-2019,2,1,5,0,1,1,2,23.506653,27.495,78.9583,14.250364,2843
717,18-12-2019,4,1,12,0,2,1,1,16.844153,20.4854,66.625,14.834068,5557
72,13-03-2018,1,0,3,0,0,0,1,15.758268,19.00455,52.7391,18.130468,2417
120,30-04-2018,2,0,4,0,6,0,1,19.3725,23.20105,50.3333,15.750025,5312
325,21-11-2018,4,0,11,0,1,1,3,18.3475,22.2531,91.0,9.249618,2765
383,18-01-2019,1,1,1,0,3,1,1,12.436653,13.7627,44.3333,27.833743,3376
564,18-07-2019,3,1,7,0,3,1,1,32.526653,37.27915,57.7083,9.208614,5713
713,14-12-2019,4,1,12,0,5,1,1,11.548347,14.7096,64.2917,8.792343,5611
53,22-02-2018,1,0,2,0,2,1,1,7.471102,9.30165,57.7778,13.110761,1450
603,26-08-2019,3,1,8,0,0,0,2,26.786653,29.7998,84.5833,15.333486,5255
306,02-11-2018,4,0,11,0,3,1,1,15.4775,19.50665,71.875,5.5001439,4186
140,20-05-2018,2,0,5,0,5,1,1,22.003347,26.4521,71.9583,8.375871,4917
671,02-11-2019,4,1,11,0,5,1,1,14.555,17.8021,52.2083,17.833725,5847
310,06-11-2018,4,0,11,0,0,0,1,14.281653,18.1179,73.4583,6.1676314,3649
71,12-03-2018,1,0,3,0,6,0,1,13.495847,16.2875,59.4583,14.791925,2132
529,13-06-2019,2,1,6,0,3,1,1,26.889153,30.55585,58.2083,22.999693,7421
466,11-04-2019,2,1,4,0,3,1,1,14.296536,16.8637,46.9565,19.783358,4862
319,15-11-2018,4,0,11,0,2,1,2,21.73,25.37895,68.875,13.375411,4195
259,16-09-2018,3,0,9,0,5,1,2,19.235847,23.07375,59.0417,11.000261,4760
114,24-04-2018,2,0,4,0,0,0,2,23.848347,27.58815,81.0833,12.875725,4191
555,09-07-2019,3,1,7,0,1,1,2,29.144153,32.7027,68.3333,12.125325,6569
357,23-12-2018,1,0,12,0,5,1,1,15.306653,18.87565,68.625,18.374482,2209
665,27-10-2019,4,1,10,0,6,0,2,21.73,25.75665,72.0,15.791364,7852
84,25-03-2018,2,0,3,0,5,1,1,10.830847,12.8156,49.5,15.458575,2210
184,03-07-2018,3,0,7,0,0,0,2,29.383347,33.42875,68.25,15.333486,4649
183,02-07-2018,3,0,7,0,6,0,1,30.271653,33.3654,44.4583,7.709154,5119
145,25-05-2018,2,0,5,0,3,1,1,27.094153,30.7771,69.625,10.333611,4978
691,22-11-2019,4,1,11,1,4,0,1,13.94,17.51855,58.0417,3.5423436,2425
299,26-10-2018,4,0,10,0,3,1,2,19.850847,23.6423,72.0417,9.959014,3894
507,22-05-2019,2,1,5,0,2,1,2,25.215,29.04125,76.5833,7.917189,6073
88,29-03-2018,2,0,3,0,2,1,1,12.4025,14.6454,31.4167,15.208732,2425
314,10-11-2018,4,0,11,0,4,1,2,15.58,18.68605,81.3333,12.667489,2933
659,21-10-2019,4,1,10,0,0,0,1,19.030847,22.82145,51.0,11.125618,6824
12,12-01-2018,1,0,1,0,3,1,1,7.081807,8.02365,59.9545,20.410009,1162
636,28-09-2019,4,1,9,0,5,1,2,25.385847,29.29315,69.0,10.999993,7415
365,31-12-2018,1,0,12,0,6,0,1,16.81,20.70605,61.5833,14.750318,2485
195,14-07-2018,3,0,7,0,4,1,1,27.914153,31.7552,47.625,16.124689,5084
402,06-02-2019,1,1,2,0,1,1,1,11.586969,14.8213,62.2174,10.3046,3784
83,24-03-2018,2,0,3,0,4,1,2,11.685,13.54165,80.5833,16.333729,1865
653,15-10-2019,4,1,10,0,1,1,2,23.028347,26.9575,70.75,19.834479,5875
688,19-11-2019,4,1,11,0,1,1,2,15.614153,18.78105,62.3333,15.749489,5499
75,16-03-2018,1,0,3,0,3,1,2,14.973897,18.3465,77.6522,13.608839,2192
594,17-08-2019,3,1,8,0,5,1,1,29.656653,12.12,57.0833,15.500718,7148
251,08-09-2018,3,0,9,0,4,1,3,25.990433,27.76805,93.9565,12.914116,1842
238,26-08-2018,3,0,8,0,5,1,1,28.7,32.98665,76.125,5.6254875,4661
146,26-05-2018,2,0,5,0,4,1,1,29.041653,32.7344,67.75,13.376014,4677
666,28-10-2019,4,1,10,0,0,0,2,19.5775,23.38855,69.4583,26.666536,4459
131,11-05-2018,2,0,5,0,3,1,1,22.2425,26.42,63.2917,8.083014,4182
576,30-07-2019,3,1,7,0,1,1,1,29.964153,34.24935,66.875,10.292339,7105
515,30-05-2019,2,1,5,0,3,1,2,26.923347,30.55645,67.0,9.000043,6855
700,01-12-2019,4,1,12,0,6,0,2,12.231653,15.8452,80.6667,4.0001814,5191
443,19-03-2019,1,1,3,0,1,1,1,22.345,26.64105,72.875,10.875239,6153
478,23-04-2019,2,1,4,0,1,1,2,13.188347,15.05625,76.6667,20.334232,3214
537,21-06-2019,3,1,6,0,4,1,1,33.039153,37.6271,56.7917,7.958729,5905
169,18-06-2018,2,0,6,0,6,0,1,28.563347,32.1977,67.0417,8.000336,5119
149,29-05-2018,2,0,5,0,0,0,1,27.3675,30.7775,81.875,14.333846,4788
290,17-10-2018,4,0,10,0,1,1,1,21.900847,25.53625,57.9583,11.750393,4570
15,15-01-2018,1,0,1,0,6,0,2,9.566653,12.4056,49.875,10.583521,1248
386,21-01-2019,1,1,1,0,6,0,2,7.106653,8.74375,83.125,14.917014,1301
714,15-12-2019,4,1,12,0,6,0,1,13.290847,16.91915,65.0417,7.12545,5047
78,19-03-2018,1,0,3,0,6,0,1,19.3725,23.32625,37.9167,24.667189,3117
452,28-03-2019,2,1,3,0,3,1,1,19.850847,23.5475,48.125,19.541957,5698
35,04-02-2018,1,0,2,0,5,1,2,8.663464,11.42935,58.5217,8.565213,1708
347,13-12-2018,4,0,12,0,2,1,1,11.5825,15.0569,59.0,9.41685,3523
436,12-03-2019,1,1,3,0,1,1,1,19.133347,22.9796,48.9167,13.916771,5298
390,25-01-2019,1,1,1,0,3,1,1,12.060847,14.74105,64.375,10.791757,4270
586,09-08-2019,3,1,8,0,4,1,1,30.989153,34.9754,62.0417,10.4587,7286
384,19-01-2019,1,1,1,0,4,1,1,7.79,9.5019,49.75,14.750586,3292
58,27-02-2018,1,0,2,0,0,0,1,14.082598,17.55545,68.0,8.391616,2402
246,03-09-2018,3,0,9,0,6,0,1,27.435847,31.66065,71.6667,12.416775,4484
557,11-07-2019,3,1,7,0,3,1,1,29.383347,32.51355,63.3333,10.166111,7264
605,28-08-2019,3,1,8,0,2,1,1,29.861653,33.3025,62.0,12.791975,7040
350,16-12-2018,4,0,12,0,5,1,2,15.375,17.99125,50.0417,17.458525,3577
415,19-02-2019,1,1,2,0,0,0,2,11.48,13.2894,51.5833,16.958504,2689
474,19-04-2019,2,1,4,0,4,1,1,20.431653,24.6523,61.25,4.4172564,6565
139,19-05-2018,2,0,5,0,4,1,2,21.764153,25.5371,82.9583,7.250271,4575
224,12-08-2018,3,0,8,0,5,1,1,29.041653,32.7021,41.5,8.416607,4905
221,09-08-2018,3,0,8,0,2,1,1,31.775,36.20605,57.0417,10.125107,4602
68,09-03-2018,1,0,3,0,3,1,2,12.129153,14.3304,77.5417,14.75005,1891
467,12-04-2019,2,1,4,0,4,1,1,16.2975,19.3802,46.625,19.458743,5409
525,09-06-2019,2,1,6,0,6,0,1,29.144153,32.41835,43.7083,9.667229,7498
17,17-01-2018,1,0,1,1,1,0,2,7.209153,8.83855,53.75,12.999139,1000
430,06-03-2019,1,1,3,0,2,1,1,10.591653,12.7521,45.6667,13.458625,3956
90,31-03-2018,2,0,3,0,4,1,3,11.001653,12.87875,91.8333,14.582282,1685
486,01-05-2019,2,1,5,0,2,1,2,25.146653,28.85105,65.9583,10.458432,5740
687,18-11-2019,4,1,11,0,0,0,1,14.0425,16.8873,69.2917,15.250004,4669
440,16-03-2019,1,1,3,0,5,1,2,17.869153,21.81145,84.2083,7.583864,4378
244,01-09-2018,3,0,9,0,4,1,1,26.855,30.74605,63.9167,9.500332,5115
726,27-12-2019,1,1,12,0,4,1,2,10.420847,11.3321,65.2917,23.458911,2114
287,14-10-2018,4,0,10,0,5,1,2,22.584153,26.48375,71.625,15.000161,3644
620,12-09-2019,3,1,9,0,3,1,1,24.565847,28.50375,57.7083,8.833682,7870
296,23-10-2018,4,0,10,0,0,0,1,17.288347,21.11665,74.125,6.6673375,4381
187,06-07-2018,3,0,7,0,3,1,1,29.52,34.28165,74.3333,10.042161,4629
629,21-09-2019,3,1,9,0,5,1,1,24.565847,28.59855,66.875,10.333343,8167
123,03-05-2018,2,0,5,0,2,1,2,25.283347,29.10395,69.7083,22.958689,4451
263,20-09-2018,3,0,9,0,2,1,2,23.028347,26.61085,88.125,9.041918,3641
439,15-03-2019,1,1,3,0,4,1,1,22.8575,26.64125,57.9583,10.042161,6192
410,14-02-2019,1,1,2,0,2,1,2,13.085847,16.6973,50.875,9.458993,3922
497,12-05-2019,2,1,5,0,6,0,1,23.130847,27.24085,48.0417,8.249911,7429
522,06-06-2019,2,1,6,0,3,1,1,22.720847,27.1146,61.125,5.167375,7055
408,12-02-2019,1,1,2,0,0,0,1,5.2275,5.0829,46.4583,27.417204,1529
420,24-02-2019,1,1,2,0,5,1,2,16.7075,20.54855,73.75,15.916989,3487
453,29-03-2019,2,1,3,0,4,1,1,20.260847,24.1152,43.9167,21.41655,6133
447,23-03-2019,2,1,3,0,5,1,2,24.668347,28.50335,69.4167,7.7921,8362
197,16-07-2018,3,0,7,0,6,0,1,28.153347,31.91315,58.5,13.958914,5923
227,15-08-2018,3,0,8,0,1,1,1,27.299153,30.80835,71.2083,13.999918,4338
257,14-09-2018,3,0,9,0,3,1,1,27.606653,31.345,69.7083,11.2091,4785
407,11-02-2019,1,1,2,0,6,0,3,9.190847,10.54335,73.125,19.416332,2169
103,13-04-2018,2,0,4,0,3,1,2,16.9125,20.86415,81.9167,16.791339,2162
315,11-11-2018,4,0,11,1,5,0,1,13.290847,15.34085,44.625,21.083225,3368
77,18-03-2018,1,0,3,0,5,1,1,22.14,26.35045,52.5217,15.478139,3239
632,24-09-2019,4,1,9,0,1,1,1,21.080847,25.12565,49.2917,9.541068,7436
627,19-09-2019,3,1,9,0,3,1,1,22.6525,27.0202,53.6667,14.416725,7591
96,06-04-2018,2,0,4,0,3,1,1,16.024153,19.3804,47.0833,17.625221,2808
171,20-06-2018,2,0,6,0,1,1,2,26.035,29.7673,74.625,10.416825,4010
95,05-04-2018,2,0,4,0,2,1,2,16.980847,19.9175,64.2083,26.000489,1795
215,03-08-2018,3,0,8,0,3,1,2,29.998347,33.99685,65.75,9.084061,3574
39,08-02-2018,1,0,2,0,2,1,1,9.054153,9.9123,53.7917,24.25065,1530
37,06-02-2018,1,0,2,0,0,0,1,11.719153,14.58355,56.8333,9.5006,1623
181,30-06-2018,3,0,6,0,4,1,1,28.563347,31.8504,43.4167,12.415904,5515
177,26-06-2018,3,0,6,0,0,0,1,27.88,31.88145,51.3333,6.3337311,5305
669,31-10-2019,4,1,10,0,3,1,2,14.6575,18.055,66.6667,11.166689,5566
496,11-05-2019,2,1,5,0,5,1,1,21.866653,26.04165,36.0417,15.874779,7030
503,18-05-2019,2,1,5,0,5,1,1,23.130847,27.55605,52.3333,9.166739,7639
216,04-08-2018,3,0,8,0,4,1,2,29.11,33.2394,75.75,13.20905,4576
395,30-01-2019,1,1,1,0,1,1,1,11.035847,13.13125,40.0833,14.458064,3624
213,01-08-2018,3,0,8,0,1,1,1,31.638347,35.1646,55.0833,10.500039,4266
644,06-10-2019,4,1,10,0,6,0,1,22.720847,26.92605,66.4167,17.957675,7965
583,06-08-2019,3,1,8,0,1,1,2,30.8525,35.5123,65.4167,8.666718,7013
132,12-05-2018,2,0,5,0,4,1,1,21.935,26.16815,74.75,12.707689,4864
363,29-12-2018,1,0,12,0,4,1,1,10.181653,13.1946,57.4167,8.000604,2423
461,06-04-2019,2,1,4,0,5,1,1,16.536653,19.53835,37.7083,20.125996,6460
186,05-07-2018,3,0,7,0,2,1,1,30.613347,34.8169,59.0417,8.459286,4665
14,14-01-2018,1,0,1,0,5,1,1,6.59567,9.42065,53.7826,8.478716,1421
1,01-01-2018,1,0,1,0,6,0,2,14.110847,18.18125,80.5833,10.749882,985
476,21-04-2019,2,1,4,0,6,0,1,23.37,27.14605,68.2917,19.000329,6624
348,14-12-2018,4,0,12,0,3,1,2,13.0175,16.9181,66.375,4.0842061,3740
489,04-05-2019,2,1,5,0,5,1,1,25.7275,29.54585,73.5417,10.916846,6296
69,10-03-2018,1,0,3,0,4,1,3,15.952731,19.2834,0.0,17.545759,623
727,28-12-2019,1,1,12,0,5,1,2,10.386653,12.7523,59.0,10.416557,3095
18,18-01-2018,1,0,1,0,2,1,2,8.883347,11.61665,86.1667,9.833925,683
31,31-01-2018,1,0,1,0,1,1,2,7.414153,9.3125,60.375,12.541864,1501
619,11-09-2019,3,1,9,0,2,1,1,23.6775,27.7146,52.0,6.1676314,7767
526,10-06-2019,2,1,6,0,0,0,1,29.793347,33.17585,53.8333,8.959307,6598
585,08-08-2019,3,1,8,0,3,1,2,30.75,35.38585,67.2917,7.4169,7534
274,01-10-2018,4,0,10,0,6,0,2,16.81,20.64315,75.375,19.583832,2429
438,14-03-2019,1,1,3,0,3,1,1,23.4725,27.43085,50.7083,7.709154,6312
193,12-07-2018,3,0,7,0,2,1,1,32.560847,36.96375,55.9167,13.417018,4258
275,02-10-2018,4,0,10,0,0,0,2,14.623347,17.26585,79.1667,14.874871,2918
173,22-06-2018,3,0,6,0,3,1,1,30.066653,34.69145,70.75,11.541554,4507
680,11-11-2019,4,1,11,0,0,0,1,17.254153,21.08565,65.9167,8.5425,6852
304,31-10-2018,4,0,10,0,1,1,1,13.94,17.80315,70.3333,7.12545,3669
370,05-01-2019,1,1,1,0,4,1,1,10.899153,13.9206,52.4167,8.709129,3272
239,27-08-2018,3,0,8,0,6,0,2,27.88,31.7778,85.0,25.166339,1115
284,11-10-2018,4,0,10,0,2,1,2,23.233347,27.3048,80.875,9.583814,4563
182,01-07-2018,3,0,7,0,5,1,1,29.6225,32.6081,39.625,6.874736,5362
64,05-03-2018,1,0,3,0,6,0,2,15.750847,18.93895,78.9167,16.875357,2077
404,08-02-2019,1,1,2,0,3,1,2,10.523347,13.32105,72.2917,8.959307,2802
479,24-04-2019,2,1,4,0,2,1,1,16.946653,20.26415,45.4167,16.708661,5633
618,10-09-2019,3,1,9,0,1,1,1,23.916653,28.2827,50.375,17.333771,7525
3,03-01-2018,1,0,1,0,1,1,1,8.050924,9.47025,43.7273,16.636703,1349
337,03-12-2018,4,0,12,0,6,0,1,12.265847,15.5302,61.2917,6.4174811,3614
696,27-11-2019,4,1,11,0,2,1,2,11.958347,14.0779,78.6667,15.916654,3959
318,14-11-2018,4,0,11,0,1,1,1,21.73,26.2306,58.7083,20.541932,4486
432,08-03-2019,1,1,3,0,4,1,1,21.6275,26.2302,56.75,29.584721,5382
50,19-02-2018,1,0,2,0,6,0,1,16.365847,19.5702,18.7917,34.000021,1635
136,16-05-2018,2,0,5,0,1,1,1,23.6775,27.5256,78.7917,8.500357,3958
604,27-08-2019,3,1,8,0,1,1,1,28.836653,32.7344,73.0417,8.625111,6917
5,05-01-2018,1,0,1,0,3,1,1,9.305237,11.4635,43.6957,12.5223,1600
613,05-09-2019,3,1,9,0,3,1,1,30.203347,35.44915,74.125,12.583136,7112
142,22-05-2018,2,0,5,0,0,0,1,24.770847,28.725,74.9583,9.916536,4660
416,20-02-2019,1,1,2,1,1,0,1,11.48,13.66955,50.7826,15.348561,3129
668,30-10-2019,4,1,10,0,2,1,2,13.045462,15.49545,82.5455,14.271603,1096
387,22-01-2019,1,1,1,0,0,0,2,6.6625,8.1125,79.625,13.375746,1977
87,28-03-2018,2,0,3,0,1,1,1,10.838268,12.8787,30.2174,14.217668,2028
94,04-04-2018,2,0,4,0,1,1,1,23.506653,27.14645,42.625,25.833257,3115
650,12-10-2019,4,1,10,0,5,1,1,17.9375,21.65355,53.9167,15.751164,7282
508,23-05-2019,2,1,5,0,3,1,2,25.488347,29.2306,77.4583,6.834,5260
571,25-07-2019,3,1,7,0,3,1,1,29.690847,32.7027,45.0,11.0416,8173
317,13-11-2018,4,0,11,0,0,0,1,18.074153,21.5275,45.8333,18.875307,3717
229,17-08-2018,3,0,8,0,3,1,1,29.656653,33.33355,57.5417,9.625689,4694
656,18-10-2019,4,1,10,0,4,1,2,21.4225,25.63125,72.8333,15.874779,7509
281,08-10-2018,4,0,10,0,6,0,1,21.388347,25.6621,70.125,3.0420814,5409
527,11-06-2019,2,1,6,0,1,1,2,29.554153,32.98605,58.7917,13.916771,6664
579,02-08-2019,3,1,8,0,4,1,1,30.8525,35.3544,65.9583,8.666718,7261
54,23-02-2018,1,0,2,0,3,1,1,9.091299,12.28585,42.3043,6.305571,1917
351,17-12-2018,4,0,12,0,6,0,2,10.591653,12.46855,56.0833,16.292189,2739
80,21-03-2018,2,0,3,0,1,1,2,17.647835,20.48675,73.7391,19.348461,2077
521,05-06-2019,2,1,6,0,2,1,2,22.174153,26.2946,61.3333,14.041525,7001
